borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Wandsworth,35,67,680,22,197,37,A3,PU,E,2013,21/10/2013,51.456589340000001,-0.20226420399999998
Wandsworth,31,20,443,26,92,16,A217,PU,N,2013,12/09/2013,51.43286792,-0.18017694899999998
Wandsworth,69,20,173,27,54,9,A3216,PU,N,2013,30/04/2013,51.468369899999999,-0.15025701899999999
Wandsworth,114,84,770,18,226,36,A3205,PU,E,2013,05/09/2013,51.468796009999998,-0.17746635499999999
Wandsworth,83,111,1154,71,347,89,A3,PU,E,2013,16/04/2013,51.458701419999997,-0.1945808
Wandsworth,38,23,296,12,111,8,A3220,PU,N,2013,21/05/2013,51.47265814,-0.16563470699999999
Wandsworth,50,64,1255,64,271,99,A3,PU,W,2013,20/09/2013,51.456995890000002,-0.19361171300000002
Wandsworth,27,53,758,2,230,42,A214,PU,N,2013,23/10/2013,51.461169669999997,-0.18437773800000001
Wandsworth,100,63,443,39,192,70,A3216,PU,N,2013,06/06/2013,51.482744259999997,-0.14938738900000001
Wandsworth,15,64,889,27,212,48,A205,PU,S,2013,17/05/2013,51.460554389999999,-0.15647514300000001
Wandsworth,64,93,1076,75,351,109,A3,PU,E,2013,10/05/2013,51.459115079999997,-0.19108091699999999
Wandsworth,42,32,286,11,112,14,A3,PU,E,2013,19/03/2013,51.460952650000003,-0.164664536
Wandsworth,41,70,1439,47,335,126,A3,PU,W,2013,12/06/2013,51.457399670000001,-0.19647463800000001
Wandsworth,25,32,523,33,160,30,A219,PU,N,2013,10/07/2013,51.451491019999999,-0.22175035000000001
Wandsworth,42,65,339,26,157,49,A3205,PU,E,2013,24/04/2013,51.484716110000001,-0.12914330699999998
Wandsworth,24,57,490,4,144,37,A217,PU,N,2013,17/04/2013,51.461760089999999,-0.18766532100000002
Wandsworth,3,95,1354,5,326,60,A3,PU,E,2013,24/10/2013,51.44507394,-0.23149730100000002
Wandsworth,17,19,491,4,78,28,A205,PU,N,2013,22/04/2013,51.459473700000004,-0.15637473800000001
Wandsworth,35,17,322,10,96,36,A3,PU,E,2013,14/05/2013,51.461302779999997,-0.15889224199999999
Wandsworth,56,54,775,20,225,40,A217,PU,N,2013,11/10/2013,51.464451740000001,-0.18727075199999998
Wandsworth,26,7,185,27,25,10,A3207,PU,N,2013,04/06/2013,51.467158200000007,-0.170462473
Wandsworth,4,5,67,0,21,2,A218,PU,N,2013,08/07/2013,51.45501075,-0.19901570100000002
