borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Islington,28,48,410,41,137,51,A501,PU,E,2011,05/04/2011,51.531530310000001,-0.1128068
Islington,103,62,356,13,88,38,A201,PU,N,2011,01/11/2011,51.521628200000002,-0.106585416
Islington,84,61,379,9,97,48,A201,PU,N,2011,21/09/2011,51.523732279999997,-0.108804604
Islington,66,37,215,49,76,7,A501,PU,N,2011,07/09/2011,51.521315020000003,-0.087282754000000004
Islington,132,35,221,24,97,20,A5201,PU,E,2011,09/05/2011,51.522582479999997,-0.101644716
Islington,56,47,333,14,89,35,A201,PU,N,2011,06/04/2011,51.526407980000002,-0.11301860900000001
Islington,46,36,215,55,90,46,A5203,PU,S,2011,08/04/2011,51.532634510000001,-0.11997023699999999
Islington,50,20,262,26,75,24,A400,PU,N,2011,27/06/2011,51.558190260000003,-0.13795921799999999
Islington,161,103,591,90,180,69,A501,PU,N,2011,15/09/2011,51.526541229999999,-0.087928719000000002
Islington,4,3,41,0,13,4,A400,PU,E,2011,17/05/2011,51.563149439999997,-0.13313973300000001
