borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Brent,7,17,624,34,90,17,A404,PU,N,2016,27/05/2016,51.55393771,-0.31469180399999996
Brent,2,62,2490,7,696,190,A406,PU,N,2016,24/06/2016,51.541774289999999,-0.275916669
Brent,18,23,314,20,103,25,A404,PU,E,2016,06/07/2016,51.530552980000003,-0.228907687
Brent,5,6,415,18,61,7,A4006,PU,E,2016,15/09/2016,51.585020799999995,-0.269372471
Brent,1,8,395,1,88,13,A4140,PU,N,2016,08/06/2016,51.569113379999997,-0.26997660499999998
Brent,8,15,289,28,72,29,A404,PU,E,2016,21/10/2016,51.539256889999997,-0.25164194000000001
Brent,6,10,411,38,71,10,A404,PU,E,2016,20/09/2016,51.551685280000001,-0.30814005699999997
Brent,12,18,241,28,79,39,A404,PU,E,2016,23/05/2016,51.534533459999999,-0.24245085499999999
Brent,3,27,517,15,140,15,A4088,PU,N,2016,11/03/2016,51.550701709999998,-0.24125086100000001
Brent,3,8,312,6,67,15,A4088,PU,E,2016,06/07/2016,51.561059589999999,-0.254412627
Brent,16,18,505,22,96,20,A404,PU,E,2016,17/05/2016,51.551327239999999,-0.28348864100000004
Brent,1,43,2386,14,700,270,A406,PU,E,2016,27/06/2016,51.566547880000002,-0.246771661
