borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hounslow,4,1,75,0,8,0,C,CU,N,2016,2016-05-23,51.463285558999999,-0.37257957700000005
Hounslow,4,2,118,0,14,0,C,CU,N,2016,2016-11-01,51.493806599999999,-0.29543153300000002
Hounslow,2,2,196,5,35,3,C,CU,E,2016,2016-05-19,51.437598045000001,-0.40953403100000002
Hounslow,4,3,371,10,51,3,C,CU,N,2016,2016-04-26,51.489502084999998,-0.38131147100000001
Hounslow,0,0,5,0,1,0,U,UU,N,2016,2016-10-14,51.435644833000005,-0.38636661899999997
Hounslow,10,2,85,0,15,0,U,UU,N,2016,2016-05-26,51.492442163999996,-0.29993363100000003
Hounslow,1,0,6,0,3,0,U,UU,N,2016,2016-10-18,51.491852278000003,-0.24824145
Hounslow,1,0,31,1,5,0,U,UU,E,2016,2016-10-06,51.454320281999998,-0.39936721200000003
Hounslow,8,5,215,18,42,4,B455,BU,N,2016,2016-09-30,51.485780755,-0.29944683
Hounslow,8,5,228,8,40,5,B361,BU,N,2016,2016-09-22,51.459639666000001,-0.36260414399999996
Hounslow,2,1,82,0,10,0,U,UU,E,2016,2016-05-11,51.470760554999998,-0.32737660099999999
