borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hounslow,2,0,54,0,6,1,C,CU,N,2014,2014-05-19,51.463285558999999,-0.37257957700000005
Hounslow,3,1,99,0,10,0,C,CU,N,2014,2014-10-21,51.493806599999999,-0.29543153300000002
Hounslow,0,1,134,4,42,7,C,CU,E,2014,2014-05-22,51.437598045000001,-0.40953403100000002
Hounslow,4,1,325,10,44,3,C,CU,N,2014,2014-05-13,51.489502084999998,-0.38131147100000001
Hounslow,0,0,1,0,0,0,U,UU,N,2014,2014-10-10,51.435644833000005,-0.38636661899999997
Hounslow,4,0,71,0,6,0,U,UU,N,2014,2014-06-05,51.492442163999996,-0.29993363100000003
Hounslow,0,0,7,0,3,0,U,UU,N,2014,2014-10-14,51.491852278000003,-0.24824145
Hounslow,1,0,22,0,3,0,U,UU,E,2014,2014-10-02,51.454320281999998,-0.39936721200000003
Hounslow,7,6,208,17,47,7,B455,BU,N,2014,2014-09-26,51.485780755,-0.29944683
Hounslow,8,3,230,8,31,2,B361,BU,N,2014,2014-10-02,51.459639666000001,-0.36260414399999996
Hounslow,3,0,56,0,8,0,U,UU,E,2014,2014-05-14,51.470760554999998,-0.32737660099999999
