borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Brent,0,4,366,20,101,62,B4557,BU,N,2013,2013-10-11,51.554028185,-0.26172107699999997
Brent,12,11,186,0,45,3,B451,BU,E,2013,2013-05-21,51.533886905000003,-0.209212497
Brent,7,4,372,10,57,10,C,CU,N,2013,2013-09-24,51.568407364999999,-0.29485054100000002
Brent,0,1,262,2,30,3,C,CU,E,2013,2013-07-03,51.595262751999996,-0.27179857099999999
Brent,1,0,16,1,3,0,U,UU,N,2013,2013-06-20,51.584766458999994,-0.25341763100000003
Brent,1,0,31,0,3,0,U,UU,N,2013,2013-09-12,51.550838067000001,-0.26977571100000003
Brent,0,0,7,0,1,0,U,UU,N,2013,2013-10-16,51.532746113000002,-0.23600274899999998
Brent,0,0,15,0,1,0,U,UU,E,2013,2013-10-01,51.572060271000005,-0.30679206800000003
Brent,2,0,38,0,7,0,U,UU,E,2013,2013-09-26,51.543918283000004,-0.287228606
Brent,1,0,85,0,10,1,U,UU,W,2013,2013-09-16,51.556578703999996,-0.31512793
Brent,4,3,48,0,13,1,C,CU,E,2013,2013-06-05,51.550854848,-0.23468214800000001
