borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Croydon,3,7,325,9,51,4,B273,BU,N,2015,2015-09-16,51.407909563999993,-0.10559269800000001
Croydon,2,0,138,0,18,1,C,CU,E,2015,2015-06-19,51.389791836999997,-0.102417223
Croydon,0,0,75,4,8,0,C,CU,E,2015,2015-10-19,51.370791521999998,-0.042917467000000001
Croydon,0,0,73,2,9,0,C,CU,E,2015,2015-09-23,51.323601876000005,-0.098892761999999995
Croydon,0,0,10,0,1,0,U,UU,N,2015,2015-05-05,51.402461906999996,-0.097939094000000004
Croydon,0,0,55,0,2,0,U,UU,E,2015,2015-09-22,51.330115381000006,-0.099613834999999998
Croydon,0,0,8,0,2,0,U,UU,N,2015,2015-10-23,51.373675441000003,-0.082996921000000001
Croydon,0,0,62,0,8,0,U,UU,E,2015,2015-03-20,51.413759229999997,-0.083190087999999995
Croydon,0,0,10,0,3,0,U,UU,N,2015,2015-10-15,51.399326145000003,-0.083204122000000005
Croydon,0,0,19,0,2,0,U,UU,E,2015,2015-10-14,51.381276645,-0.045042577
Croydon,1,0,16,0,2,0,U,UU,E,2015,2015-03-13,51.393669283999998,-0.087580433999999999
Croydon,0,0,14,0,3,0,U,UU,N,2015,2015-03-13,51.407379803000005,-0.12465205900000001
Croydon,3,3,230,6,41,4,B243,BU,E,2015,2015-10-01,51.382518611000002,-0.081549599
Croydon,2,1,78,0,11,0,U,UU,N,2015,2015-04-28,51.388304778999995,-0.069191293000000001
