borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Westminster,80,28,268,39,97,26,B323,BU,E,2015,2015-09-21,51.494791436000007,-0.125993629
Westminster,32,13,186,11,43,11,B324,BU,N,2015,2015-06-10,51.493986908999993,-0.13701838299999999
Westminster,33,19,117,0,40,14,B506,BU,N,2015,2015-09-17,51.519612866000003,-0.14251681199999999
Westminster,2,1,16,0,3,0,U,UU,N,2015,2015-06-15,51.490885632000001,-0.14162475999999999
Westminster,15,4,42,0,8,1,U,UU,N,2015,2015-04-27,51.516547019999997,-0.194384311
Westminster,0,0,9,0,2,0,U,UU,N,2015,2015-05-21,51.517373938999995,-0.19260760600000001
Westminster,5,1,7,0,4,0,U,UU,E,2015,2015-06-12,51.514430671000007,-0.13668882900000001
Westminster,21,12,345,9,73,12,U,UU,E,2015,2015-05-14,51.492920706999996,-0.14919137900000001
Westminster,14,2,35,0,7,0,U,UU,N,2015,2015-10-19,51.512689818000005,-0.16889826300000002
Westminster,7,0,8,0,2,0,B414,BU,N,2015,2015-09-14,51.527375661000001,-0.19800695800000001
