borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hillingdon,1,0,236,12,23,4,B469,BU,E,2014,2014-06-06,51.611716486999995,-0.43244263399999999
Hillingdon,8,9,893,11,106,28,B465,BU,E,2014,2014-07-01,51.522460583999994,-0.44866959200000001
Hillingdon,3,4,468,2,59,14,B466,BU,N,2014,2014-05-07,51.558305176000005,-0.44541629599999999
Hillingdon,7,7,776,8,113,14,B466,BU,N,2014,2014-05-22,51.567550231000006,-0.44143611100000002
Hillingdon,4,5,529,5,77,10,B467,BU,E,2014,2014-10-16,51.565845330000002,-0.44781393700000005
Hillingdon,0,0,61,0,5,0,C,CU,N,2014,2014-05-16,51.587420242,-0.39586333200000001
Hillingdon,3,1,206,0,43,13,C,CU,N,2014,2014-05-14,51.504507715000003,-0.42538956200000005
Hillingdon,3,2,237,10,32,8,C,CU,N,2014,2014-06-10,51.528394911000007,-0.47469112799999996
Hillingdon,2,4,352,3,47,3,C,CU,N,2014,2014-09-17,51.575680562999999,-0.41469103799999996
Hillingdon,2,1,126,0,20,1,C,CU,E,2014,2014-05-20,51.519231963999999,-0.42434853299999997
Hillingdon,0,0,49,0,6,1,C,CU,N,2014,2014-05-23,51.524375378000002,-0.44184387200000003
Hillingdon,2,1,79,0,10,1,C,CU,E,2014,2014-07-10,51.486605238000003,-0.429491866
Hillingdon,2,0,82,0,8,0,U,UU,N,2014,2014-05-07,51.539491667,-0.44934511500000002
Hillingdon,1,1,69,0,9,1,U,UU,E,2014,2014-09-22,51.562960435000001,-0.38463408600000004
Hillingdon,0,0,32,0,3,0,U,UU,E,2014,2014-04-28,51.498853808,-0.42823529899999996
Hillingdon,0,0,47,0,1,0,U,UU,E,2014,2014-09-29,51.613245982999999,-0.41775896600000001
Hillingdon,0,0,32,0,3,0,U,UU,N,2014,2014-06-13,51.521390693999997,-0.43514227799999999
Hillingdon,0,0,53,0,1,0,U,UU,N,2014,2014-10-03,51.585135103999995,-0.39249399899999998
Hillingdon,0,0,58,0,5,0,U,UU,E,2014,2014-06-03,51.511669351000002,-0.41632309299999998
Hillingdon,0,0,7,0,1,0,U,UU,E,2014,2014-06-17,51.590561030000003,-0.40860079299999996
Hillingdon,0,0,81,0,7,0,U,UU,E,2014,2014-07-11,51.501392603999996,-0.42042537299999999
Hillingdon,0,0,7,0,0,0,U,UU,N,2014,2014-05-02,51.500568585000003,-0.42267262500000002
Hillingdon,0,1,112,0,29,3,U,UU,N,2014,2014-09-30,51.471405468,-0.42592470799999999
Hillingdon,0,0,17,0,1,0,U,UU,E,2014,2014-05-09,51.517739126000002,-0.39646766200000005
Hillingdon,0,0,13,0,1,0,U,UU,E,2014,2014-04-24,51.563109798999996,-0.39552146200000005
Hillingdon,0,0,2,0,0,0,U,UU,E,2014,2014-06-19,51.515965354999999,-0.42617632700000002
