borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Westminster,15,37,463,53,107,26,A41,PU,N,2011,23/09/2011,51.527498200000004,-0.16472892
Westminster,31,92,1488,115,396,102,A4202,PU,N,2011,23/06/2011,51.509299299999995,-0.155675441
Westminster,54,40,196,40,77,28,A401,PU,E,2011,11/07/2011,51.512072490000001,-0.13146714400000001
Westminster,86,109,1228,54,308,108,A501,PU,E,2011,13/09/2011,51.524037819999997,-0.14483062099999999
Westminster,43,90,1414,44,368,114,A501,PU,E,2011,07/04/2011,51.521254450000001,-0.16224118600000001
Westminster,57,110,1421,66,319,103,A501,PU,E,2011,14/10/2011,51.522458120000003,-0.156426763
Westminster,8,25,387,37,81,22,A41,PU,N,2011,04/05/2011,51.531437510000003,-0.17052502
Westminster,65,142,907,108,213,119,A4,PU,E,2011,05/10/2011,51.502291769999999,-0.15724073399999999
Westminster,27,89,1283,49,320,87,A501,PU,E,2011,05/07/2011,51.520520019999999,-0.16702746699999999
Westminster,97,144,850,44,263,93,A3211,PU,E,2011,08/09/2011,51.510861239999997,-0.11366108400000001
Westminster,178,114,1097,242,259,57,A4,PU,E,2011,20/09/2011,51.513234779999998,-0.11586896699999999
Westminster,31,80,1395,64,349,109,A501,PU,E,2011,01/04/2011,51.52190521,-0.15843832699999999
