borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Kingston upon Thames,8,10,345,9,60,9,A240,PU,N,2016,12/10/2016,51.398569180000003,-0.30110177599999999
Kingston upon Thames,2,57,2649,11,639,85,A3,PU,E,2016,20/06/2016,51.396703860000002,-0.24770980000000001
Kingston upon Thames,4,6,381,1,89,6,A309,PU,E,2016,27/09/2016,51.375673460000002,-0.30601576800000002
Kingston upon Thames,25,9,339,4,67,10,A307,PU,N,2016,20/04/2016,51.413792799999996,-0.30043683999999998
Kingston upon Thames,0,55,2825,7,664,122,A3,PU,E,2016,13/04/2016,51.373397789999999,-0.291731984
Kingston upon Thames,20,17,576,9,100,10,A307,PU,N,2016,19/05/2016,51.416703490000003,-0.30147939899999998
Kingston upon Thames,7,28,753,51,146,19,A308,PU,E,2016,16/05/2016,51.41232686,-0.29732760399999997
Kingston upon Thames,2,67,1463,9,399,45,A3,PU,N,2016,07/10/2016,51.43403481,-0.25695683600000002
Kingston upon Thames,34,9,424,6,51,6,A307,PU,N,2016,19/04/2016,51.398834119999997,-0.30947301599999999
Kingston upon Thames,12,23,895,19,170,31,A243,PU,N,2016,13/04/2016,51.371795239999997,-0.30522503100000004
Kingston upon Thames,16,36,1110,34,187,23,A308,PU,E,2016,27/04/2016,51.412792619999998,-0.30464416500000002
