borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hillingdon,0,39,3559,47,538,174,M4,TM,E,2014,23/05/2014,51.494067029999997,-0.43272158299999997
Hillingdon,0,11,1425,21,246,91,M4,TM,N,2014,25/04/2014,51.496799529999997,-0.452955206
Hillingdon,0,43,3905,35,674,236,M4,TM,E,2014,03/06/2014,51.494617600000005,-0.47447903399999997
Hillingdon,8,59,2713,20,568,201,A40,PU,E,2014,11/06/2014,51.548321540000003,-0.41499311999999999
Hillingdon,0,32,6281,33,1238,532,M25,TM,N,2014,12/05/2014,51.479307149999997,-0.50334496399999995
Hillingdon,10,5,556,17,74,12,A4020,PU,E,2014,09/09/2014,51.533592200000001,-0.45475045600000003
Hillingdon,2,3,395,21,69,22,A408,PU,E,2014,09/10/2014,51.497409650000002,-0.45421673000000001
Hillingdon,3,22,1498,12,314,88,A312,PU,N,2014,09/07/2014,51.508082940000001,-0.40515004299999996
Hillingdon,4,19,1329,10,271,88,A312,PU,N,2014,08/07/2014,51.519958090000003,-0.39762931100000004
Hillingdon,2,3,482,14,80,16,A437,PU,E,2014,23/09/2014,51.55256833,-0.45018425400000001
Hillingdon,0,8,330,8,48,21,A437,PU,E,2014,01/10/2014,51.5542284,-0.44652171799999996
Hillingdon,4,5,672,12,48,21,A437,PU,W,2014,15/09/2014,51.551063480000003,-0.44518717700000005
Hillingdon,1,47,2477,18,549,183,A40,PU,E,2014,03/10/2014,51.556305899999998,-0.46087606399999997
Hillingdon,2,4,474,4,61,9,A4180,PU,N,2014,17/10/2014,51.582628079999999,-0.43184165200000002
