borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hillingdon,0,30,3096,40,495,176,M4,TM,E,2012,10/05/2012,51.494067029999997,-0.43272158299999997
Hillingdon,0,38,4716,41,473,358,M4,TM,E,2012,02/07/2012,51.494617600000005,-0.47447903399999997
Hillingdon,14,53,3034,36,492,275,A40,PU,E,2012,21/09/2012,51.548321540000003,-0.41499311999999999
Hillingdon,0,48,5257,27,792,627,M25,TM,N,2012,30/05/2012,51.479307149999997,-0.50334496399999995
Hillingdon,0,14,1125,19,143,70,A30,PU,E,2012,10/07/2012,51.468058579999997,-0.41777582499999999
Hillingdon,2,3,752,13,75,15,A404,PU,E,2012,19/03/2012,51.60350725,-0.41307232599999999
Hillingdon,0,4,513,2,61,61,A3044,PU,N,2012,15/05/2012,51.464999650000003,-0.49274236399999999
Hillingdon,0,17,1952,17,288,95,A312,PU,N,2012,23/05/2012,51.508082940000001,-0.40515004299999996
Hillingdon,2,4,543,38,55,27,A4,PU,E,2012,29/05/2012,51.481674460000001,-0.47491092499999998
Hillingdon,6,7,464,7,66,15,A4180,PU,N,2012,05/09/2012,51.575802629999998,-0.42643390799999997
Hillingdon,2,9,815,16,110,38,A437,PU,N,2012,08/10/2012,51.553172719999999,-0.44828857700000002
Hillingdon,0,21,2080,19,607,204,A40,PU,E,2012,25/04/2012,51.556305899999998,-0.46087606399999997
