borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hillingdon,0,46,3435,36,654,236,M4,TM,E,2015,08/10/2015,51.494067029999997,-0.43272158299999997
Hillingdon,4,7,352,16,58,16,A3044,PR,N,2015,04/06/2015,51.489494270000002,-0.47465002899999997
Hillingdon,1,9,842,5,175,107,A3113,PU,E,2015,04/06/2015,51.468023369999997,-0.50416048400000002
Hillingdon,1,2,395,3,55,5,A4125,PU,N,2015,15/05/2015,51.613869450000003,-0.4126532
Hillingdon,0,34,3742,32,675,208,M4,TM,E,2015,14/09/2015,51.494617600000005,-0.47447903399999997
Hillingdon,5,48,2653,22,622,252,A40,PU,E,2015,20/05/2015,51.548321540000003,-0.41499311999999999
Hillingdon,6,10,678,42,125,26,A4020,PU,N,2015,04/06/2015,51.545981470000001,-0.48285718500000002
Hillingdon,12,10,791,26,116,16,A4020,PU,E,2015,11/09/2015,51.52081836,-0.41594810700000001
Hillingdon,0,44,5130,25,1016,594,M25,TM,N,2015,16/06/2015,51.479307149999997,-0.50334496399999995
Hillingdon,0,6,1627,37,106,31,M4,TM,N,2015,06/10/2015,51.488947459999999,-0.45349465
Hillingdon,6,24,1536,9,305,78,A312,PU,N,2015,14/10/2015,51.508082940000001,-0.40515004299999996
Hillingdon,5,28,1375,8,278,82,A312,PU,N,2015,24/06/2015,51.519958090000003,-0.39762931100000004
Hillingdon,9,12,999,36,131,27,A4020,PU,E,2015,20/04/2015,51.540450139999997,-0.47237026999999998
Hillingdon,2,36,2288,19,558,188,A40,PU,E,2015,19/05/2015,51.556305899999998,-0.46087606399999997
Hillingdon,3,8,579,5,111,23,A4180,PU,N,2015,03/06/2015,51.543952169999997,-0.39783939499999998
