borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hillingdon,0,52,3596,50,382,175,M4,TM,E,2011,27/06/2011,51.494067029999997,-0.43272158299999997
Hillingdon,0,10,900,10,153,151,A3113,PU,E,2011,09/09/2011,51.468023369999997,-0.50416048400000002
Hillingdon,0,31,4234,42,521,192,M4,TM,E,2011,06/07/2011,51.494617600000005,-0.47447903399999997
Hillingdon,0,11,554,44,58,15,A4,PU,E,2011,09/05/2011,51.481116759999999,-0.44612679700000002
Hillingdon,0,45,2558,28,487,259,A40,PU,E,2011,07/09/2011,51.548321540000003,-0.41499311999999999
Hillingdon,1,10,389,18,73,78,A4,PR,E,2011,01/11/2011,51.483568560000002,-0.48924984799999999
Hillingdon,0,29,4408,14,680,571,M25,TM,N,2011,12/05/2011,51.479307149999997,-0.50334496399999995
Hillingdon,0,9,1843,41,67,23,M4,TM,N,2011,04/07/2011,51.488947459999999,-0.45349465
Hillingdon,6,9,536,46,48,35,A4,PU,E,2011,06/04/2011,51.481271040000003,-0.41731863799999996
Hillingdon,0,17,943,17,127,74,A30,PU,E,2011,23/03/2011,51.468058579999997,-0.41777582499999999
Hillingdon,0,3,605,6,53,30,A404,PU,N,2011,07/10/2011,51.615847930000001,-0.44153003700000004
Hillingdon,0,24,1415,6,257,80,A312,PU,N,2011,09/06/2011,51.508082940000001,-0.40515004299999996
Hillingdon,0,17,1668,5,186,66,A312,PU,N,2011,23/03/2011,51.519958090000003,-0.39762931100000004
Hillingdon,4,5,659,26,129,61,A4180,PR,N,2011,05/07/2011,51.598539410000001,-0.44501028299999995
Hillingdon,0,29,1965,16,356,217,A40,PU,E,2011,19/05/2011,51.556305899999998,-0.46087606399999997
