borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Kingston upon Thames,5,2,259,3,14,6,B3364,BU,E,2014,2014-07-07,51.383591026000005,-0.298854128
Kingston upon Thames,12,4,321,9,36,5,B283,BU,N,2014,2014-05-15,51.406963187999999,-0.25788576200000002
Kingston upon Thames,0,0,200,2,9,0,C,CU,E,2014,2014-06-02,51.409830643999996,-0.26204741999999998
Kingston upon Thames,13,3,287,0,56,2,C,CU,N,2014,2014-09-17,51.393700638999995,-0.26586418300000003
Kingston upon Thames,2,0,16,0,1,0,U,UU,N,2014,2014-09-24,51.423067691000007,-0.296353123
Kingston upon Thames,1,0,48,8,7,0,U,UU,N,2014,2014-06-12,51.360713484999998,-0.29325248199999998
Kingston upon Thames,0,0,13,0,0,0,U,UU,E,2014,2014-06-27,51.379654691000006,-0.29283544500000003
Kingston upon Thames,2,0,35,0,3,0,U,UU,E,2014,2014-06-26,51.388108893000002,-0.29106922200000002
Kingston upon Thames,0,0,21,0,3,0,U,UU,E,2014,2014-06-27,51.376397678999993,-0.303862466
Kingston upon Thames,3,0,36,0,1,0,C,CU,N,2014,2014-09-04,51.396065983,-0.27685780799999998
