borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Lambeth,31,12,175,3,45,9,B222,BU,N,2013,2013-09-24,51.463880291000002,-0.10117376300000001
Lambeth,18,6,128,2,35,2,B222,BU,N,2013,2013-10-14,51.454616708000003,-0.102767259
Lambeth,8,10,130,0,28,5,C,CU,E,2013,2013-05-10,51.456974215000002,-0.13649618599999999
Lambeth,1,0,10,0,3,0,U,UU,N,2013,2013-05-14,51.423724426000007,-0.13623807300000002
Lambeth,2,1,11,0,4,0,U,UU,N,2013,2013-10-04,51.429040663999999,-0.136338233
Lambeth,0,1,9,0,4,0,U,UU,N,2013,2013-07-10,51.461450233999997,-0.12394794099999999
Lambeth,2,0,6,0,1,0,U,UU,E,2013,2013-05-01,51.489249058999995,-0.11626739300000001
Lambeth,0,0,51,0,8,0,U,UU,E,2013,2013-09-30,51.424517782999999,-0.10607105999999999
Lambeth,5,1,70,0,5,0,U,UU,E,2013,2013-10-22,51.43168549,-0.125685408
Lambeth,3,0,16,0,2,0,U,UU,E,2013,2013-04-26,51.440497466000004,-0.135785567
