borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Havering,0,1,180,4,20,7,B1421,BU,E,2010,2010-07-05,51.545374621999997,0.247667623
Havering,1,8,583,17,88,23,B174,BU,N,2010,2010-09-20,51.598276230000003,0.15877496599999999
Havering,0,0,141,7,14,3,C,CU,N,2010,2010-09-13,51.581337585,0.20834748600000003
Havering,1,2,244,7,24,6,C,CU,N,2010,2010-04-23,51.551087568999996,0.19193802399999998
Havering,0,2,271,0,73,20,C,CU,E,2010,2010-09-30,51.550628358999994,0.205402892
Havering,0,0,153,1,15,3,C,CU,E,2010,2010-05-14,51.573918065000001,0.229765634
Havering,1,2,375,12,49,11,C,CU,N,2010,2010-05-18,51.613755277999999,0.213676437
Havering,0,0,46,0,12,41,U,UR,E,2010,2010-05-19,51.499010111000004,0.19479800799999999
Havering,0,0,19,0,1,0,U,UU,E,2010,2010-07-08,51.558146003999994,0.21687534999999999
Havering,0,0,13,1,0,0,U,UU,E,2010,2010-06-23,51.528974706999996,0.16819666600000002
Havering,0,0,15,0,0,0,U,UU,E,2010,2010-06-14,51.600933666000003,0.18235226600000001
