borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Havering,2,2,338,6,39,7,B1421,BU,N,2014,2014-06-23,51.545374621999997,0.247667623
Havering,3,9,558,18,98,19,B174,BU,E,2014,2014-09-22,51.598276230000003,0.15877496599999999
Havering,0,2,259,6,32,5,C,CU,E,2014,2014-05-02,51.551087568999996,0.19193802399999998
Havering,2,3,350,1,48,8,C,CU,N,2014,2014-10-02,51.550628358999994,0.205402892
Havering,0,0,121,0,18,2,C,CU,E,2014,2014-05-16,51.573918065000001,0.229765634
Havering,0,3,288,9,51,11,C,CU,E,2014,2014-05-20,51.613755277999999,0.213676437
Havering,0,0,13,0,9,32,U,UR,E,2014,2014-05-21,51.499010111000004,0.19479800799999999
Havering,0,0,28,0,3,0,U,UU,E,2014,2014-10-01,51.559760248000003,0.216160352
Havering,0,0,18,0,2,0,U,UU,N,2014,2014-10-09,51.545117386999998,0.24184251800000001
Havering,0,0,9,0,2,0,U,UU,N,2014,2014-06-11,51.528974706999996,0.16819666600000002
Havering,0,0,36,0,4,0,U,UU,E,2014,2014-06-16,51.600933666000003,0.18235226600000001
Havering,1,0,59,0,6,0,U,UU,E,2014,2014-06-09,51.580868594999998,0.18101540499999999
