borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hammersmith and Fulham,20,19,257,33,68,41,A219,PU,N,2011,24/03/2011,51.509986120000001,-0.224661585
Hammersmith and Fulham,42,43,397,52,98,28,A219,PU,N,2011,28/09/2011,51.470658020000002,-0.21078229100000001
Hammersmith and Fulham,51,23,215,33,70,11,A315,PU,E,2011,14/07/2011,51.4934619,-0.24403093399999998
Hammersmith and Fulham,30,42,1040,52,211,47,A402,PU,W,2011,27/06/2011,51.503899269999998,-0.22057547600000002
Hammersmith and Fulham,0,107,1490,26,463,167,A40,PU,E,2011,24/06/2011,51.514410699999999,-0.24319664999999999
Hammersmith and Fulham,0,46,1883,37,374,110,A4,PU,E,2011,03/05/2011,51.490602879999997,-0.24406876199999999
Hammersmith and Fulham,35,51,966,108,294,63,A4020,PU,W,2011,16/06/2011,51.504528370000003,-0.22055096899999999
Hammersmith and Fulham,45,35,466,41,148,29,A315,PU,W,2011,08/06/2011,51.492648379999999,-0.22939753399999999
Hammersmith and Fulham,4,85,2063,39,335,92,A4,PU,E,2011,01/07/2011,51.490960190000003,-0.21531737100000001
Hammersmith and Fulham,32,15,118,14,28,9,A3219,PU,E,2011,12/10/2011,51.480315230000002,-0.20133141500000001
Hammersmith and Fulham,15,23,1137,36,173,39,A306,PU,E,2011,30/06/2011,51.492106499999998,-0.22567317399999998
Hammersmith and Fulham,0,88,1457,22,326,109,A3220,PU,N,2011,06/05/2011,51.509000069999999,-0.21893569500000001
