borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Camden,54,54,520,53,162,38,A400,PU,N,2010,25/03/2010,51.531135880000001,-0.13877500100000001
Camden,69,26,388,8,141,27,A5202,PU,N,2010,21/09/2010,51.540099660000003,-0.13696725500000001
Camden,176,64,230,20,97,18,A5201,PU,E,2010,21/06/2010,51.52202484,-0.10887534300000001
Camden,139,89,422,55,164,48,A400,PU,N,2010,27/04/2010,51.51835019,-0.13208945800000002
Camden,116,40,331,32,112,33,A400,PU,N,2010,06/09/2010,51.549154899999998,-0.14092436999999999
Camden,81,115,1084,67,291,87,A501,PU,E,2010,11/05/2010,51.526550970000002,-0.13319547699999998
Camden,190,127,813,58,307,71,A400,PU,N,2010,14/05/2010,51.522096589999997,-0.135828169
Camden,21,19,270,10,63,10,A5200,PU,N,2010,25/06/2010,51.55308445,-0.133551843
Camden,66,128,869,44,253,88,A5200,PU,N,2010,07/07/2010,51.52994546,-0.120513539
Camden,41,20,117,23,50,11,A4200,PU,N,2010,22/06/2010,51.533946489999998,-0.13795384699999999
Camden,69,65,578,81,194,45,A400,PU,S,2010,08/06/2010,51.5410532,-0.14038931099999999
Camden,86,140,1242,60,348,109,A501,PU,E,2010,30/09/2010,51.524224959999998,-0.14188225300000001
Camden,45,24,200,26,53,12,A5200,PU,N,2010,26/03/2010,51.519921439999997,-0.112277744
Camden,42,33,334,51,120,35,A5,PU,N,2010,27/09/2010,51.541220580000001,-0.19720054300000001
Camden,117,103,1053,69,244,80,A501,PU,E,2010,02/09/2010,51.52884057,-0.12733502999999999
Camden,60,32,185,24,71,18,A4200,PU,N,2010,06/07/2010,51.531074089999997,-0.134884748
Camden,69,104,1208,63,291,86,A501,PU,E,2010,30/04/2010,51.525563500000004,-0.13669569100000001
