borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Tower Hamlets,6,13,317,17,71,16,B142,BU,E,2010,2010-10-05,51.534992163999995,-0.027519182000000003
Tower Hamlets,105,2,71,0,22,5,B126,BU,E,2010,2010-09-29,51.510897972999999,-0.067312544000000002
Tower Hamlets,11,22,323,25,66,21,C,CU,N,2010,2010-07-02,51.505693503999993,-0.010974147
Tower Hamlets,6,0,62,4,15,14,C,CU,E,2010,2010-10-13,51.520976983000004,-0.028845579999999999
Tower Hamlets,0,1,39,0,10,3,C,CU,N,2010,2010-04-21,51.514829156000005,-0.057057269000000001
Tower Hamlets,0,0,52,5,9,0,C,CU,E,2010,2010-09-24,51.490287223999999,-0.022030805000000001
Tower Hamlets,2,3,168,8,40,6,C,CU,N,2010,2010-10-20,51.514895744999997,-0.019638935999999999
Tower Hamlets,15,19,250,8,23,7,U,UU,N,2010,2010-10-21,51.505357153999995,-0.023525302999999997
Tower Hamlets,2,2,45,0,8,1,C,CU,N,2010,2010-05-04,51.508475528000005,-0.055137164000000002
Tower Hamlets,0,1,28,0,5,1,U,UU,N,2010,2010-05-07,51.499071018000002,-0.022976034999999999
