borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Tower Hamlets,15,10,311,20,40,11,B142,BU,N,2013,2013-10-08,51.534992163999995,-0.027519182000000003
Tower Hamlets,4,2,64,1,11,2,B140,BU,N,2013,2013-10-18,51.523766251000005,-0.015073567
Tower Hamlets,192,3,58,1,17,2,B126,BU,E,2013,2013-10-02,51.510897972999999,-0.067312544000000002
Tower Hamlets,16,22,276,14,30,12,C,CU,N,2013,2013-07-05,51.505693503999993,-0.010974147
Tower Hamlets,7,2,124,4,24,10,C,CU,E,2013,2013-10-16,51.520976983000004,-0.028845579999999999
Tower Hamlets,0,1,35,0,9,2,C,CU,N,2013,2013-04-17,51.514829156000005,-0.057057269000000001
Tower Hamlets,1,1,49,5,7,3,C,CU,E,2013,2013-09-27,51.490287223999999,-0.022030805000000001
Tower Hamlets,26,12,347,8,37,18,C,CU,E,2013,2013-10-10,51.500492987000001,-0.019312436000000002
Tower Hamlets,1,1,139,5,44,7,C,CU,N,2013,2013-10-16,51.514895744999997,-0.019638935999999999
Tower Hamlets,13,22,235,26,43,13,U,UU,N,2013,2013-10-10,51.505357153999995,-0.023525302999999997
Tower Hamlets,1,1,28,0,3,0,U,UU,N,2013,2013-05-10,51.499071018000002,-0.022976034999999999
