borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Ealing,16,9,389,43,55,10,B455,BU,E,2014,2014-05-14,51.51616525,-0.30374905600000002
Ealing,3,7,418,0,55,7,B454,BU,E,2014,2014-06-20,51.497702226000001,-0.34389481
Ealing,4,5,203,13,41,10,B4491,BU,E,2014,2014-10-13,51.497927653000005,-0.30802792000000001
Ealing,9,8,313,20,55,14,B452,BU,N,2014,2014-04-24,51.504976939999999,-0.31923649300000001
Ealing,15,10,439,15,67,15,B455,BU,N,2014,2014-05-13,51.511888338999995,-0.30585344399999997
Ealing,1,0,8,0,1,0,U,UU,N,2014,2014-10-07,51.500000506000006,-0.26647168700000001
Ealing,0,0,15,0,2,0,U,UU,E,2014,2014-10-09,51.499862399999998,-0.31812797399999998
Ealing,0,0,6,0,0,0,U,UU,N,2014,2014-05-13,51.512730081999997,-0.25894120900000001
Ealing,1,0,21,0,5,0,U,UU,E,2014,2014-09-26,51.497445906999999,-0.258529597
Ealing,1,0,41,0,8,1,U,UU,E,2014,2014-05-09,51.499106086000005,-0.30494434500000001
Ealing,2,1,129,4,24,5,U,UU,E,2014,2014-10-16,51.543018078999999,-0.36532393399999996
Ealing,0,0,10,0,1,0,U,UU,N,2014,2014-10-14,51.521557061000003,-0.33234860199999999
Ealing,1,0,15,0,2,0,U,UU,E,2014,2014-07-01,51.540641253999993,-0.354824588
Ealing,1,0,20,0,4,1,U,UU,E,2014,2014-05-23,51.521719804999996,-0.26665608399999996
