borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Ealing,3,5,279,10,61,14,B4491,BU,E,2013,2013-10-14,51.497927653000005,-0.30802792000000001
Ealing,6,6,336,17,65,7,B452,BU,E,2013,2013-03-15,51.504976939999999,-0.31923649300000001
Ealing,5,6,499,15,85,44,B455,BU,N,2013,2013-04-30,51.511888338999995,-0.30585344399999997
Ealing,2,1,8,0,3,0,U,UU,N,2013,2013-10-08,51.500000506000006,-0.26647168700000001
Ealing,1,0,10,0,2,0,U,UU,E,2013,2013-10-10,51.499862399999998,-0.31812797399999998
Ealing,0,0,8,0,2,0,U,UU,N,2013,2013-05-14,51.512730081999997,-0.25894120900000001
Ealing,1,1,19,0,8,0,U,UU,E,2013,2013-09-27,51.497445906999999,-0.258529597
Ealing,0,2,67,0,8,0,U,UU,S,2013,2013-07-11,51.506973426999998,-0.33374567799999999
Ealing,1,0,49,0,8,0,U,UU,E,2013,2013-04-26,51.499106086000005,-0.30494434500000001
Ealing,0,3,111,3,28,4,U,UU,E,2013,2013-10-17,51.543018078999999,-0.36532393399999996
Ealing,0,0,17,0,1,0,U,UU,N,2013,2013-10-15,51.521557061000003,-0.33234860199999999
Ealing,0,0,12,0,1,0,U,UU,E,2013,2013-07-02,51.540641253999993,-0.354824588
Ealing,0,0,5,0,1,0,U,UU,E,2013,2013-05-24,51.521719804999996,-0.26665608399999996
