borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Ealing,5,7,502,31,75,16,B455,BU,E,2010,2010-05-12,51.51616525,-0.30374905600000002
Ealing,2,5,404,3,44,7,B454,BU,E,2010,2010-06-18,51.497702226000001,-0.34389481
Ealing,3,7,353,16,58,10,B452,BU,N,2010,2010-03-12,51.504976939999999,-0.31923649300000001
Ealing,5,5,328,12,45,16,B455,BU,N,2010,2010-04-20,51.511888338999995,-0.30585344399999997
Ealing,3,0,11,0,4,0,U,UU,N,2010,2010-10-05,51.500000506000006,-0.26647168700000001
Ealing,0,0,5,0,1,0,U,UU,E,2010,2010-05-11,51.512730081999997,-0.25894120900000001
Ealing,2,0,33,0,5,1,U,UU,N,2010,2010-09-24,51.497445906999999,-0.258529597
Ealing,6,2,97,2,18,1,U,UU,N,2010,2010-07-08,51.506973426999998,-0.33374567799999999
Ealing,2,1,123,4,11,1,U,UU,N,2010,2010-10-14,51.543018078999999,-0.36532393399999996
Ealing,0,0,9,0,2,0,U,UU,N,2010,2010-10-12,51.521557061000003,-0.33234860199999999
