borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Enfield,3,5,545,35,86,27,A110,PU,E,2013,25/10/2013,51.648756540000001,-0.050121795999999996
Enfield,1,5,1153,9,178,69,A10,PR,N,2013,22/04/2013,51.681674090000001,-0.050443777000000002
Enfield,1,7,618,8,77,86,A1055,PU,E,2013,13/09/2013,51.680117670000001,-0.048774810999999994
Enfield,6,6,404,21,58,8,A1004,PU,N,2013,12/06/2013,51.629880249999999,-0.12794502699999999
Enfield,0,5,468,2,118,154,A1055,PU,N,2013,16/05/2013,51.61954334,-0.045451510000000001
Enfield,1,25,1562,20,251,72,A10,PU,N,2013,27/09/2013,51.63786228,-0.065618899000000008
Enfield,0,31,2683,18,531,735,M25,TM,E,2013,12/07/2013,51.682723510000002,-0.059512269000000007
Enfield,4,20,672,14,252,97,A1055,PU,N,2013,12/07/2013,51.610439980000002,-0.049597752000000002
Enfield,0,35,2169,20,451,220,A406,PU,E,2013,18/04/2013,51.614022149999997,-0.059555073
Enfield,0,27,2176,19,461,161,A406,PU,E,2013,23/05/2013,51.615322120000002,-0.080646378000000005
Enfield,1,14,1134,26,372,140,A406,PU,E,2013,11/06/2013,51.613628560000002,-0.123847315
Enfield,2,2,420,4,54,7,A1005,PU,N,2013,01/07/2013,51.660931329999997,-0.10165157300000001
