borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Wandsworth,16,11,269,3,53,4,B242,BU,E,2015,2015-05-20,51.434778979999997,-0.14149994499999999
Wandsworth,7,12,174,7,69,6,B234,BU,N,2015,2015-09-16,51.445199346000003,-0.18614809399999999
Wandsworth,6,7,354,0,61,2,C,CU,E,2015,2015-06-12,51.454946268999997,-0.25299387800000001
Wandsworth,66,11,68,14,18,0,C,CU,E,2015,2015-05-12,51.460006093999993,-0.18880004399999997
Wandsworth,1,2,245,3,19,4,C,CU,N,2015,2015-06-26,51.433779346000001,-0.18096078500000001
Wandsworth,9,5,129,0,27,2,U,UU,N,2015,2015-05-13,51.452176905000002,-0.20950433899999998
Wandsworth,2,0,9,0,3,0,U,UU,E,2015,2015-04-27,51.467210936000001,-0.15603409300000001
Wandsworth,1,0,17,0,3,0,U,UU,N,2015,2015-09-28,51.421676261000002,-0.15113608000000001
Wandsworth,4,1,35,0,8,1,U,UU,N,2015,2015-10-08,51.454354987999999,-0.18332393999999999
Wandsworth,1,0,36,0,4,0,U,UU,N,2015,2015-06-10,51.450656523999996,-0.24154318699999999
