borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Newham,12,9,990,35,135,28,A118,PU,E,2010,08/10/2010,51.555173770000003,0.061277844999999997
Newham,0,74,2458,14,581,284,A13,PU,E,2010,05/07/2010,51.520157399999995,0.045281650999999999
Newham,6,4,433,11,55,17,A112,PU,N,2010,01/09/2010,51.528397399999996,0.026476110000000001
Newham,4,4,587,22,68,18,A124,PU,E,2010,28/09/2010,51.533770130000001,0.060310715999999993
Newham,2,26,1019,16,94,78,A1020,PU,N,2010,17/09/2010,51.517700159999997,0.072557836000000001
Newham,4,2,440,16,33,12,A117,PU,N,2010,15/06/2010,51.545990860000003,0.049036097000000001
Newham,14,26,886,57,128,58,A11,PU,S,2010,26/04/2010,51.543637330000003,0.0030685170000000002
Newham,1,6,500,11,83,69,A1020,PU,N,2010,06/07/2010,51.506581869999998,0.039918236000000003
Newham,0,80,1869,15,463,252,A13,PU,E,2010,09/07/2010,51.516882150000001,0.016307888
Newham,3,5,199,6,43,31,A117,PU,E,2010,14/06/2010,51.500682740000002,0.068658990000000003
Newham,0,86,1724,9,349,180,A13,PU,E,2010,10/05/2010,51.520749989999999,0.059722983
Newham,1,42,2411,16,405,236,A406,PU,N,2010,05/05/2010,51.532643640000003,0.071679353000000001
Newham,2,4,464,4,42,33,A1020,PU,N,2010,06/09/2010,51.508788439999996,0.057742324000000005
