borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Newham,16,109,2304,12,694,318,A13,PU,E,2015,13/05/2015,51.520157399999995,0.045281650999999999
Newham,18,7,401,15,60,13,A112,PU,E,2015,30/09/2015,51.528397399999996,0.026476110000000001
Newham,7,3,304,5,38,10,A114,PU,N,2015,21/04/2015,51.537462759999997,0.022264374
Newham,10,10,584,26,86,21,A124,PU,E,2015,16/06/2015,51.533770130000001,0.060310715999999993
Newham,0,43,2472,10,567,341,A406,PU,N,2015,08/10/2015,51.551690049999998,0.067611415999999994
Newham,9,4,323,17,44,7,A117,PU,N,2015,28/04/2015,51.545990860000003,0.049036097000000001
Newham,17,17,478,24,88,19,A11,PU,E,2015,01/10/2015,51.543637330000003,0.0030685170000000002
Newham,4,7,408,10,94,45,A1020,PU,N,2015,02/07/2015,51.506581869999998,0.039918236000000003
Newham,13,103,2100,12,661,276,A13,PU,E,2015,21/10/2015,51.516882150000001,0.016307888
Newham,11,88,2670,19,654,338,A13,PU,E,2015,07/10/2015,51.520749989999999,0.059722983
Newham,0,35,1881,9,468,321,A406,PU,N,2015,14/10/2015,51.532643640000003,0.071679353000000001
Newham,1,8,443,2,74,53,A1020,PU,E,2015,11/06/2015,51.508788439999996,0.057742324000000005
Newham,23,132,2134,26,678,400,A13,PU,E,2015,23/04/2015,51.514817549999997,0.0050756000000000004
