borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Hackney,5,1,18,0,5,2,B114,BU,N,2011,2011-03-30,51.544299433999996,-0.035553602999999996
Hackney,33,7,121,1,30,7,B108,BU,N,2011,2011-05-04,51.531458596000007,-0.069714713999999997
Hackney,6,5,186,4,39,9,C,CU,N,2011,2011-05-05,51.566248593000005,-0.084950259
Hackney,5,0,72,1,14,1,C,CU,N,2011,2011-05-18,51.570925726999995,-0.081160534000000006
Hackney,8,4,3,0,0,0,U,UU,N,2011,2011-09-09,51.564512452999999,-0.10040381800000001
Hackney,4,1,14,0,4,0,U,UU,E,2011,2011-06-09,51.538745956999996,-0.068281607000000008
