borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Bromley,1,7,623,9,120,34,A232,PU,E,2011,06/05/2011,51.367362909999997,0.045649000999999995
Bromley,1,6,427,9,68,15,A233,PU,N,2011,08/04/2011,51.339476480000002,0.030623692999999997
Bromley,0,5,515,8,111,40,A232,PU,E,2011,31/03/2011,51.367173530000002,0.03845734
Bromley,6,5,460,17,81,6,A222,PU,E,2011,06/07/2011,51.406715239999997,-0.030959460000000001
Bromley,11,17,452,23,93,13,A234,PU,E,2011,13/06/2011,51.418169939999999,-0.059950872999999995
Bromley,3,5,257,17,51,18,A213,PU,N,2011,18/05/2011,51.412838649999998,-0.052986292999999997
Bromley,5,9,704,8,140,25,A222,PU,N,2011,31/03/2011,51.395525020000001,-0.050127739000000004
Bromley,3,2,215,26,19,4,A2015,PU,N,2011,31/10/2011,51.408775230000003,-0.025119221000000001
Bromley,1,5,499,20,60,23,A21,PU,N,2011,30/06/2011,51.375205739999998,0.044561725999999996
Bromley,2,8,718,5,129,31,A232,PU,E,2011,28/03/2011,51.369511789999997,0.0098269129999999996
