borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Greenwich,3,6,393,30,60,12,B210,BU,E,2015,2015-06-05,51.481998078000004,0.042363972999999999
Greenwich,1,1,106,5,20,2,C,CU,N,2015,2015-06-18,51.487997321000002,0.055682482999999998
Greenwich,3,5,262,14,49,44,C,CU,E,2015,2015-05-21,51.496827441000001,0.0053520919999999993
Greenwich,0,2,207,4,36,2,C,CU,N,2015,2015-05-06,51.473638508999997,0.11269437199999999
Greenwich,0,0,13,0,2,0,U,UU,N,2015,2015-05-05,51.472863008999994,0.042272715000000002
Greenwich,0,0,11,0,1,0,U,UU,E,2015,2015-06-08,51.474942443000003,0.08860511800000001
Greenwich,0,0,11,0,2,0,U,UU,E,2015,2015-03-20,51.491739356000004,0.077055938000000004
Greenwich,0,0,7,0,1,0,U,UU,E,2015,2015-06-16,51.476488502999999,0.042708274999999997
Greenwich,0,0,57,0,12,1,U,UU,N,2015,2015-10-01,51.481981472000001,0.065896990000000003
Greenwich,0,0,7,0,9,4,U,UU,E,2015,2015-06-19,51.490939384999997,0.0083780940000000009
