borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Redbridge,0,31,3379,29,720,388,A406,PU,E,2012,25/04/2012,51.595507859999998,0.019788316
Redbridge,0,52,1722,13,462,207,A12,PU,E,2012,30/03/2012,51.573428219999997,0.022561502999999997
Redbridge,3,14,828,18,121,23,A104,PU,N,2012,03/07/2012,51.607638569999999,0.020326705
Redbridge,2,10,766,22,109,33,A1400,PU,E,2012,02/07/2012,51.590993150000003,0.046801753000000001
Redbridge,8,37,1619,19,285,59,A12,PU,E,2012,30/04/2012,51.575195290000003,0.091047733000000006
Redbridge,4,16,575,16,132,22,A113,PU,N,2012,23/05/2012,51.591202629999998,0.034756219999999997
Redbridge,19,18,1301,42,171,47,A118,PU,E,2012,04/10/2012,51.557059299999999,0.066556564999999998
Redbridge,0,43,1917,30,525,151,A12,PU,E,2012,08/10/2012,51.577172490000002,0.034851115000000002
Redbridge,11,12,897,9,110,28,A104,PU,N,2012,02/05/2012,51.601969580000002,0.015309711
Redbridge,0,16,2463,10,502,286,A406,PU,N,2012,13/06/2012,51.57208189,0.048333212
Redbridge,0,35,2726,38,694,543,A406,PU,N,2012,14/05/2012,51.581300579999997,0.040520421000000001
Redbridge,4,13,632,13,86,17,A11,PU,N,2012,23/04/2012,51.582461160000001,0.020220093999999997
Redbridge,0,30,1581,9,373,188,A406,PU,E,2012,10/09/2012,51.594458950000003,0.034179851000000004
Redbridge,10,15,916,70,109,44,A123,PU,N,2012,26/10/2012,51.557037379999997,0.070349685999999995
