borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Redbridge,10,12,876,19,97,38,A114,PU,N,2010,25/05/2010,51.566194860000003,0.024837702999999999
Redbridge,2,35,3266,11,630,298,A406,PU,E,2010,20/05/2010,51.595507859999998,0.019788316
Redbridge,8,19,1614,24,142,42,A104,PU,E,2010,14/09/2010,51.606754899999999,0.019420955
Redbridge,0,52,2145,4,398,167,A12,PU,E,2010,16/06/2010,51.573428219999997,0.022561502999999997
Redbridge,2,5,563,28,58,11,A123,PU,N,2010,27/04/2010,51.590370129999997,0.082216211999999997
Redbridge,2,4,425,14,54,10,A1008,PU,N,2010,24/03/2010,51.573412050000002,0.023498826
Redbridge,0,11,1639,23,138,67,A1400,PU,N,2010,27/09/2010,51.590993150000003,0.046801753000000001
Redbridge,2,61,2209,23,575,196,A12,PU,N,2010,06/09/2010,51.577172490000002,0.034851115000000002
Redbridge,0,10,1759,4,257,191,A406,PU,E,2010,10/05/2010,51.57208189,0.048333212
Redbridge,5,10,318,7,57,10,A113,PU,N,2010,21/04/2010,51.575936910000003,0.018920511000000001
Redbridge,3,10,1094,47,154,31,A118,PU,E,2010,06/07/2010,51.559688489999999,0.080107429999999993
Redbridge,0,1,196,1,24,4,A113,PU,E,2010,05/10/2010,51.608776229999997,0.058361362
Redbridge,0,5,895,4,106,75,M11,TM,N,2010,29/06/2010,51.594040489999998,0.037048745000000001
Redbridge,3,10,1209,62,156,38,A123,PU,N,2010,17/03/2010,51.557037379999997,0.070349685999999995
Redbridge,2,11,1078,11,134,34,A1112,PR,E,2010,17/09/2010,51.605081730000002,0.13430141100000001
