borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Tower Hamlets,0,33,1663,13,439,143,A12,PU,N,2013,18/03/2013,51.518228460000003,-0.0098659190000000008
Tower Hamlets,24,101,905,23,224,100,A13,PU,E,2013,24/04/2013,51.511304340000002,-0.0098794699999999996
Tower Hamlets,65,20,243,26,101,33,A1208,PU,E,2013,15/03/2013,51.530916810000001,-0.069579036999999996
Tower Hamlets,87,59,588,34,246,64,A1210,PU,N,2013,24/10/2013,51.512721929999998,-0.073230738000000004
Tower Hamlets,77,85,760,47,219,153,A3211,PU,E,2013,22/04/2013,51.509615949999997,-0.075754014000000008
Tower Hamlets,0,66,1752,16,566,148,A12,PU,E,2013,07/10/2013,51.531645480000002,-0.018364195999999999
Tower Hamlets,10,94,922,22,282,162,A1203,PU,E,2013,25/04/2013,51.509654169999997,-0.058430334
Tower Hamlets,0,152,1348,24,449,168,A1203,PU,E,2013,30/04/2013,51.510734480000004,-0.040658364000000002
Tower Hamlets,0,65,1396,13,496,190,A1261,PU,E,2013,01/07/2013,51.5072318,-0.013659535
Tower Hamlets,30,113,825,24,225,159,A1203,PU,E,2013,15/04/2013,51.50845099,-0.070528801000000002
Tower Hamlets,6,10,527,5,73,98,A1020,PU,E,2013,24/09/2013,51.510095239999998,0.003038008
Tower Hamlets,1,23,963,14,206,75,A13,PU,E,2013,26/09/2013,51.511692500000002,-0.0062596040000000002
Tower Hamlets,0,56,1820,16,655,158,A12,PU,N,2013,13/06/2013,51.538284999999995,-0.026006896000000002
Tower Hamlets,0,6,348,6,130,88,A1263,PU,N,2013,07/06/2013,51.511220250000001,0.00034914000000000001
