borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Richmond upon Thames,11,5,241,20,31,2,B358,BU,N,2016,2016-09-28,51.427084747999999,-0.340680871
Richmond upon Thames,9,5,195,1,34,4,B353,BU,N,2016,2016-10-17,51.465111266000001,-0.28859726800000002
Richmond upon Thames,19,11,315,3,66,6,B349,BU,N,2016,2016-10-10,51.471145551000006,-0.24602538899999998
Richmond upon Thames,5,3,261,2,44,4,C,CU,E,2016,2016-04-25,51.453134626999997,-0.35849028899999996
Richmond upon Thames,5,2,153,2,26,1,C,CU,E,2016,2016-09-29,51.422266541999996,-0.37741698100000004
Richmond upon Thames,2,1,39,0,7,0,U,UU,E,2016,2016-06-17,51.467716938000002,-0.27862314399999999
Richmond upon Thames,0,0,12,0,3,0,U,UU,E,2016,2016-05-16,51.449380503999997,-0.38146425499999997
Richmond upon Thames,0,0,11,0,1,0,U,UU,E,2016,2016-10-11,51.435097631000005,-0.33059295699999997
Richmond upon Thames,2,0,22,0,5,0,U,UU,N,2016,2016-10-12,51.484193009999998,-0.286125878
Richmond upon Thames,2,0,44,0,4,0,U,UU,E,2016,2016-06-13,51.429377160000001,-0.34699927200000003
Richmond upon Thames,17,6,430,17,68,6,B358,BU,N,2016,2016-04-26,51.435133016000002,-0.34705048999999999
Richmond upon Thames,1,0,56,0,9,0,U,UU,E,2016,2016-10-06,51.445818221000003,-0.353600884
