borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Richmond upon Thames,3,2,196,14,28,4,B358,BU,N,2012,2012-09-26,51.427084747999999,-0.340680871
Richmond upon Thames,4,4,223,1,40,13,B353,BU,N,2012,2012-10-15,51.465111266000001,-0.28859726800000002
Richmond upon Thames,10,9,348,4,55,10,B349,BU,N,2012,2012-10-08,51.471145551000006,-0.24602538899999998
Richmond upon Thames,6,3,215,2,32,5,C,CU,E,2012,2012-05-14,51.453134626999997,-0.35849028899999996
Richmond upon Thames,6,4,178,2,27,8,C,CU,E,2012,2012-09-27,51.422266541999996,-0.37741698100000004
Richmond upon Thames,4,1,45,0,7,0,U,UU,E,2012,2012-06-29,51.467716938000002,-0.27862314399999999
Richmond upon Thames,0,0,8,0,1,0,U,UU,E,2012,2012-05-21,51.449380503999997,-0.38146425499999997
Richmond upon Thames,0,0,5,0,2,0,U,UU,E,2012,2012-10-09,51.435299843000003,-0.330269068
Richmond upon Thames,8,4,22,0,4,1,U,UU,N,2012,2012-10-10,51.484193009999998,-0.286125878
Richmond upon Thames,2,0,20,0,1,0,U,UU,E,2012,2012-06-18,51.429377160000001,-0.34699927200000003
Richmond upon Thames,3,5,445,18,46,10,B358,BU,N,2012,2012-05-01,51.434778638999994,-0.34678992799999997
Richmond upon Thames,0,0,49,0,8,1,U,UU,E,2012,2012-10-04,51.445818221000003,-0.353600884
