borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Barnet,0,34,1670,28,413,161,M1,TM,E,2013,14/06/2013,51.634687939999999,-0.26531507600000004
Barnet,4,45,2442,15,594,211,A1,PU,E,2013,19/03/2013,51.589078239999999,-0.20425690499999999
Barnet,0,16,1649,20,308,196,A1,PR,N,2013,18/09/2013,51.640848409999997,-0.25626411300000002
Barnet,3,46,1617,30,341,79,A41,PU,N,2013,18/10/2013,51.573101739999998,-0.21210202399999997
Barnet,0,42,2048,13,467,160,A406,PU,E,2013,17/04/2013,51.571936870000002,-0.23017136800000002
Barnet,0,28,1826,10,432,124,A406,PU,E,2013,15/04/2013,51.590855959999999,-0.191193955
Barnet,0,2,733,7,124,36,A410,PU,E,2013,22/03/2013,51.623345739999998,-0.28900681100000003
Barnet,3,6,346,7,55,6,A504,PU,E,2013,21/03/2013,51.593238530000001,-0.18243694600000002
Barnet,1,2,429,20,67,10,A504,PU,N,2013,16/04/2013,51.582078639999999,-0.234843572
Barnet,11,18,442,27,71,16,A598,PU,N,2013,17/06/2013,51.578093520000003,-0.197473696
Barnet,8,9,637,34,83,27,A1000,PU,E,2013,24/04/2013,51.649988149999999,-0.19462321300000002
Barnet,16,26,826,14,119,23,A1000,PU,N,2013,02/05/2013,51.603641090000004,-0.174801282
Barnet,1,31,1313,18,285,77,A1,PU,E,2013,10/09/2013,51.62102531,-0.253557068
Barnet,0,31,1508,29,288,106,A41,PU,N,2013,01/07/2013,51.581049440000001,-0.22622345600000002
Barnet,0,63,2035,22,661,166,A406,PU,E,2013,04/09/2013,51.574675560000003,-0.22098769500000001
Barnet,0,41,1773,11,481,177,A406,PU,E,2013,03/07/2013,51.605830879999999,-0.159550095
Barnet,0,12,1125,24,159,44,A41,PU,E,2013,21/06/2013,51.621356079999998,-0.275935763
Barnet,0,34,919,21,183,51,A41,PU,E,2013,26/04/2013,51.559490629999999,-0.19820933199999999
Barnet,0,44,1657,11,491,133,A406,PU,N,2013,14/06/2013,51.586194110000001,-0.20971157300000001
Barnet,7,11,591,14,98,23,A598,PU,N,2013,25/04/2013,51.595017650000003,-0.198680671
Barnet,2,13,712,12,152,103,A1,PU,E,2013,24/09/2013,51.58375788,-0.168381002
Barnet,0,38,1787,18,263,114,A1,PU,N,2013,13/05/2013,51.613654629999999,-0.241707328
Barnet,0,38,1619,31,296,98,A41,PU,E,2013,20/06/2013,51.587089679999998,-0.23320584100000002
Barnet,0,33,1755,18,409,175,A406,PU,N,2013,20/03/2013,51.57830835,-0.215058416
Barnet,11,17,347,31,97,13,A407,PU,E,2013,06/06/2013,51.558093479999997,-0.21269064899999998
Barnet,0,2,264,16,40,4,A504,PU,N,2013,21/03/2013,51.59771593,-0.19871829800000002
Barnet,3,5,491,18,71,16,A1003,PU,E,2013,22/04/2013,51.612486220000001,-0.17690187600000001
Barnet,1,5,538,4,79,29,A5135,PR,E,2013,18/06/2013,51.65458744,-0.24894224000000001
Barnet,14,16,562,12,89,22,A1000,PU,N,2013,25/06/2013,51.600019449999998,-0.17321376199999999
Barnet,1,3,359,3,60,10,A5109,PU,E,2013,22/10/2013,51.62496187,-0.24618229899999999
