borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Kensington and Chelsea,23,67,1168,29,219,48,A4,PU,E,2013,03/10/2013,51.494742350000003,-0.18635748300000002
Kensington and Chelsea,77,42,455,80,138,35,A402,PU,E,2013,20/09/2013,51.509142169999997,-0.19587316199999999
Kensington and Chelsea,42,71,1029,40,379,84,A3220,PU,W,2013,21/05/2013,51.489932770000003,-0.19519110399999998
Kensington and Chelsea,57,29,212,17,67,10,A3218,PU,E,2013,11/07/2013,51.488111529999998,-0.194297953
Kensington and Chelsea,4,70,1393,27,284,55,A4,PU,E,2013,19/03/2013,51.493971180000003,-0.197581443
Kensington and Chelsea,19,34,750,32,273,38,A3220,PU,S,2013,11/10/2013,51.4858093,-0.18671194999999999
Kensington and Chelsea,22,25,193,25,61,15,A3216,PU,N,2013,20/03/2013,51.488669610000002,-0.15447704800000001
Kensington and Chelsea,33,51,666,28,264,66,A3220,PU,N,2013,23/09/2013,51.482187860000003,-0.184551253
Kensington and Chelsea,34,31,694,11,212,81,A3220,PU,W,2013,23/04/2013,51.496192010000001,-0.20459626600000003
Kensington and Chelsea,124,96,697,25,239,60,A3212,PU,E,2013,11/06/2013,51.483060539999997,-0.16953805199999999
Kensington and Chelsea,18,47,744,40,130,42,A4,PU,E,2013,11/09/2013,51.496538399999999,-0.169992222
Kensington and Chelsea,145,83,568,36,201,55,A308,PU,E,2013,02/05/2013,51.480813750000003,-0.18466342600000002
