borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Kensington and Chelsea,23,87,984,31,194,41,A4,PU,E,2010,16/03/2010,51.494742350000003,-0.18635748300000002
Kensington and Chelsea,96,87,684,13,208,60,A3220,PU,E,2010,14/09/2010,51.481195540000002,-0.17681365899999998
Kensington and Chelsea,60,78,1025,49,308,95,A3220,PU,S,2010,12/10/2010,51.492010799999996,-0.192905036
Kensington and Chelsea,54,69,813,16,228,73,A3220,PU,N,2010,22/10/2010,51.480179799999995,-0.18205311899999999
Kensington and Chelsea,24,43,596,26,201,78,A3220,PU,S,2010,22/03/2010,51.48236335,-0.18252797399999998
Kensington and Chelsea,15,112,1347,35,247,64,A4,PU,E,2010,05/07/2010,51.493971180000003,-0.197581443
Kensington and Chelsea,46,44,308,29,80,19,A304,PU,N,2010,26/03/2010,51.482430190000002,-0.18684598600000002
Kensington and Chelsea,23,31,470,21,133,39,A3220,PU,N,2010,15/06/2010,51.493166709999997,-0.20082562100000001
Kensington and Chelsea,58,45,520,40,138,33,A402,PU,E,2010,01/10/2010,51.508714269999999,-0.200213215
Kensington and Chelsea,88,96,731,12,255,70,A3212,PU,E,2010,27/09/2010,51.484497859999998,-0.15795815800000002
Kensington and Chelsea,19,47,747,22,218,66,A3220,PU,N,2010,24/03/2010,51.503272510000002,-0.21483639100000002
Kensington and Chelsea,41,29,259,18,71,14,A3218,PU,E,2010,18/06/2010,51.48931391,-0.19121112300000001
Kensington and Chelsea,50,75,905,26,293,58,A3220,PU,S,2010,30/06/2010,51.498906720000001,-0.20688121500000001
Kensington and Chelsea,71,98,783,25,223,65,A3212,PU,E,2010,24/09/2010,51.483060539999997,-0.16953805199999999
Kensington and Chelsea,32,51,962,33,292,104,A3220,PU,N,2010,22/04/2010,51.486990380000002,-0.190986193
Kensington and Chelsea,39,88,641,52,155,36,A4,PU,E,2010,21/09/2010,51.496538399999999,-0.169992222
