borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Ealing,0,71,2927,30,597,305,A40,PU,E,2012,20/03/2012,51.538405930000003,-0.35765933599999999
Ealing,17,17,559,41,84,29,A4020,PU,E,2012,26/10/2012,51.508527860000001,-0.34000064200000002
Ealing,7,12,854,29,133,42,A4020,PU,E,2012,27/06/2012,51.509949679999998,-0.35796225799999998
Ealing,1,3,518,10,87,22,A4127,PU,N,2012,17/04/2012,51.516384530000003,-0.35513659200000003
Ealing,0,56,2374,33,481,238,A40,PU,E,2012,01/10/2012,51.535507010000003,-0.343344969
Ealing,10,7,272,12,80,48,A4000,PU,N,2012,15/06/2012,51.5239659,-0.25741714199999999
Ealing,9,112,2005,42,518,204,A40,PU,E,2012,21/03/2012,51.516067360000001,-0.25901573899999997
Ealing,0,28,1894,32,450,219,A40,PU,E,2012,19/10/2012,51.545329200000005,-0.384811458
Ealing,7,9,717,1,88,30,A4127,PU,N,2012,30/03/2012,51.507838100000001,-0.354867979
Ealing,1,65,1502,20,381,172,A40,PU,E,2012,27/03/2012,51.525525010000003,-0.27162915900000001
Ealing,8,4,448,13,61,23,A3002,PU,N,2012,19/06/2012,51.501644020000001,-0.33016515200000002
Ealing,8,24,707,17,150,52,A4005,PU,N,2012,16/05/2012,51.533516370000001,-0.29540487100000001
Ealing,0,36,1158,16,245,140,A312,PU,N,2012,28/05/2012,51.531250759999999,-0.38963494600000004
