borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Ealing,3,73,3448,26,282,360,A40,PU,E,2010,11/06/2010,51.538405930000003,-0.35765933599999999
Ealing,10,17,840,30,95,51,A4020,PU,E,2010,22/04/2010,51.509949679999998,-0.35796225799999998
Ealing,2,30,658,13,88,36,A4090,PU,N,2010,23/09/2010,51.551912860000002,-0.323997961
Ealing,1,49,2612,9,661,246,A40,PU,E,2010,09/06/2010,51.535507010000003,-0.343344969
Ealing,12,6,537,56,68,22,A4020,PU,E,2010,25/03/2010,51.509553140000001,-0.329876006
Ealing,2,70,1990,28,351,288,A40,PU,N,2010,21/06/2010,51.516067360000001,-0.25901573899999997
Ealing,1,45,2734,15,377,189,A40,PU,N,2010,02/09/2010,51.545329200000005,-0.384811458
Ealing,1,10,1511,24,159,70,A312,PU,E,2010,20/10/2010,51.538895770000003,-0.38648118799999998
Ealing,3,40,690,19,109,69,A4005,PU,E,2010,17/09/2010,51.533516370000001,-0.29540487100000001
Ealing,1,43,2150,5,361,305,A406,PU,N,2010,07/05/2010,51.535821220000003,-0.28695580500000001
Ealing,4,21,589,22,80,41,A4000,PU,N,2010,28/04/2010,51.509009499999998,-0.27369526399999999
Ealing,11,8,478,6,107,21,A4000,PU,W,2010,08/10/2010,51.522318120000001,-0.26272698799999999
Ealing,4,4,175,16,58,24,A4000,PU,N,2010,02/07/2010,51.523129160000003,-0.26162941699999998
Ealing,8,23,993,15,268,109,A4000,PU,S,2010,18/05/2010,51.522070859999999,-0.25878679500000001
Ealing,6,26,1281,29,300,125,A4000,PU,S,2010,26/03/2010,51.521238449999998,-0.26025997899999997
Ealing,0,22,1597,7,223,106,A312,PU,N,2010,20/09/2010,51.531250759999999,-0.38963494600000004
