borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Croydon,12,16,667,5,125,11,A222,PU,E,2015,28/04/2015,51.381078209999998,-0.090260905000000002
Croydon,11,20,411,36,79,33,A235,PU,N,2015,02/06/2015,51.386807830000002,-0.110862239
Croydon,2,13,818,4,138,31,A232,PU,E,2015,17/04/2015,51.372406079999998,-0.090621793000000006
Croydon,1,2,151,6,31,8,A213,PU,N,2015,09/10/2015,51.400199880000002,-0.071781352999999992
Croydon,1,6,268,4,40,11,A2022,PU,E,2015,08/05/2015,51.331884189999997,-0.10666084199999999
Croydon,14,31,587,21,105,56,A23,PU,N,2015,10/06/2015,51.368938270000001,-0.11806281699999999
Croydon,6,8,434,15,100,11,A213,PU,N,2015,15/05/2015,51.403394800000001,-0.069202782000000004
Croydon,2,6,376,5,71,12,A2022,PU,E,2015,22/04/2015,51.343308589999999,-0.13490739699999998
Croydon,6,26,1323,19,217,68,A23,PU,E,2015,26/06/2015,51.339630120000002,-0.118574297
Croydon,7,17,508,8,115,38,A236,PU,E,2015,20/04/2015,51.3842389,-0.118872351
Croydon,1,7,618,9,102,40,A22,PU,N,2015,29/06/2015,51.336228370000001,-0.11394722800000001
Croydon,1,14,773,9,161,36,A232,PU,E,2015,29/04/2015,51.368373390000002,-0.110902716
