borough,PC,MV,CAR,BUS,LGV,HGV,Road,RCat,iDir,Year,dCount,lat,lng
Croydon,7,10,722,9,107,27,A222,PU,E,2010,20/05/2010,51.381078209999998,-0.090260905000000002
Croydon,0,7,1128,5,79,31,A232,PU,N,2010,29/06/2010,51.372406079999998,-0.090621793000000006
Croydon,1,12,936,14,121,65,A23,PU,W,2010,03/09/2010,51.339069700000003,-0.11727636800000001
Croydon,3,9,473,22,67,19,A215,PU,N,2010,07/07/2010,51.410705929999999,-0.087301009999999998
Croydon,3,5,307,4,54,24,A212,PU,N,2010,26/05/2010,51.367761569999999,-0.100871454
Croydon,2,17,820,13,93,51,A23,PU,E,2010,01/09/2010,51.368938270000001,-0.11806281699999999
Croydon,3,17,675,12,65,18,A213,PU,E,2010,17/06/2010,51.403394800000001,-0.069202782000000004
Croydon,1,12,1097,10,113,39,A232,PU,E,2010,24/05/2010,51.37074148,-0.099411995000000003
Croydon,5,9,382,5,66,9,A222,PU,E,2010,24/06/2010,51.383421720000001,-0.101660366
Croydon,0,5,281,4,49,10,A236,PU,N,2010,18/10/2010,51.366390090000003,-0.101143684
Croydon,5,27,1751,26,204,90,A23,PU,E,2010,16/03/2010,51.339630120000002,-0.118574297
Croydon,3,5,598,9,172,29,A236,PU,N,2010,15/10/2010,51.3842389,-0.118872351
Croydon,2,3,259,0,38,12,A213,PU,E,2010,22/10/2010,51.382286659999998,-0.109323909
Croydon,2,8,655,9,120,54,A22,PU,N,2010,17/03/2010,51.336228370000001,-0.11394722800000001
Croydon,1,16,708,10,107,39,A232,PU,E,2010,14/06/2010,51.368373390000002,-0.110902716
